en_word,pos,level,mp3_url,ru_word,transcription,en_example,ru_example
population,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pop/popul/population__gb_3.mp3,население,[ˌpɔpjuˈleɪʃən],Vaccines for an Aging Population,Вакцины для стареющего населения
certain,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cer/certa/certain__gb_1.mp3,определенный,[ˈsə:tn],There are certain natural cycles.”,Есть определенные природные циклы».
forum,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/for/forum/forum__gb_1.mp3,форум,[ˈfɔ:rəm],Answers Community - Office Insider Forum,Форум программы предварительной оценки Office в сообществе Answers
maths,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/maths/maths__gb_3.mp3,математика,[mæθs],Tom doesn't like maths.,Том не любит математику.
open,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/ope/open_/open__gb_2.mp3,открытый,[ˈəupən],Click Open Positions to amend,Нажмите на кнопку «Открытые позиции»
tolerate,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tol/toler/tolerate__gb_1.mp3,терпеть,[ˈtɔləreɪt],"I will not tolerate tardiness, Mr. Roberts.","Я не буду терпеть опоздания, мистер Робертс."
sink,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sin/sink_/sink__gb_2.mp3,потопить,[sɪŋk],He helped to sink the Tirpitz.,"Он помог потопить линкор ""Тирпиц""."
transparency,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transparency__gb_1.mp3,транспарентность,[trænsˈpɛərənsɪ],“The issue now is transparency.”,— Это поднимает вопрос о транспарентности».
clear,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cle/clear/clear__gb_1.mp3,четкий,[klɪə],"First, markets need clear rules.","Во-первых, рынкам необходимы четкие правила."
healthy,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hea/healt/healthy__gb_2.mp3,здоровый,,Healthy people are more productive.,Здоровые люди более продуктивны.
cheek,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/che/cheek/cheek__gb_1.mp3,щека,[tʃi:k],The button hurt my cheek.,Пуговка мне по щеке ударила.
indicate,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ind/indic/indicate__gb_2.mp3,указывать,[ˈɪndɪkeɪt],Please indicate your contract type:,"Укажите, пожалуйста, Ваш тип контракта:"
destroy,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/des/destr/destroy__gb_2.mp3,уничтожать,[dɪsˈtrɔɪ],They destroy stars around them.,"Они уничтожают окружающие их звезды,"
powerful,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pow/power/powerful__gb_1.mp3,мощный,[ˈpauəful],"complex, powerful, and yet fragile.","сложного, мощного и все же хрупкого."
conceal,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconc/xconceal__gb_1.mp3,скрывать,[kənˈsi:l],You can't even conceal his name.,А вы даже не можете скрыть его имя.
energy,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ene/energ/energy__gb_2.mp3,энергия,[ˈenədʒɪ],We have enormous energy savings.,У нас огромные экономии энергии.
swim,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/swi/swim_/swim__gb_2.mp3,плавание,[swɪm],"Instead of swimming crawl, swim breaststroke.","Вместо плавания кролем, плыви брассом."
bad,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bad/bad__/bad__gb_2.mp3,плохой,[bæd],You do like bad boys.,Тебе нравятся плохие парни.
negative,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/neg/negat/negative__gb_2.mp3,негативный,[ˈneɡətɪv],The message is still negative.”,Но здесь сигналы по-прежнему негативные».
negotiate,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/neg/negot/negotiate__gb_1.mp3,вести переговоры,[nɪˈɡəuʃɪeɪt],Don't negotiate with terrorists.,не ведите переговоры с террористами.
comprehensive,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compr/comprehensive__gb_2.mp3,всеобъемлющий,[ˌkɔmprɪˈhensɪv],Joint Comprehensive Plan of Action,Совместный всеобъемлющий план действий по иранской ядерной программе
portfolio,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/por/portf/portfolio__gb_1.mp3,портфель,[pɔ:tˈfəuljəu],Client relations and portfolio development,Связи с клиентами и формирование портфелей заказов
body,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bod/body_/body__gb_2.mp3,орган,[ˈbɔdɪ],Periodic inspection and test body,Орган по периодическим проверкам и испытаниям
character,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cha/chara/character__gb_1.mp3,характер,[ˈkærɪktə],Sleepiness is weakness of character.,Сонливость - это слабость характера.
chase,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cha/chase/chase__gb_1.mp3,преследование,[tʃeɪs],Karratha police arrest 20-year-old after high speed motorcycle chase,Полиция Карраты арестовала 20-летнего после преследования мотоцикла на высокой скорости
detective,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/det/detec/detective__gb_1.mp3,детектив,[dɪˈtektɪv],"Detective Black, look at this.","Детектив Блек, взгляните сюда."
pace,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pac/pace_/pace__gb_1.mp3,темп,[peɪs],The question is: at what pace?”,"Вопрос в том, в каком темпе»."
boss,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bos/boss_/boss__gb_1.mp3,босс,[bɔs],"The bitch is gone, boss.","Сука слиняла, босс."
life,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lif/life_/life__gb_3.mp3,жизнь,[laɪf],Spend money and enjoy life!,Трать деньги и наслаждайся жизнью.
setting,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/set/setti/setting__gb_1.mp3,настройка,[ˈsetɪŋ],Setting up warehouses [AX 2012],Настройка складов [AX 2012]
unnecessary,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/u/unn/unnec/unnecessary__gb_2.mp3,ненужный,[ʌnˈnesɪsərɪ],So why should they take unnecessary risks?,Так зачем им идти на ненужный риск?
expedition,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/exped/expedition__gb_1.mp3,экспедиция,[ˌekspɪˈdɪʃən],And I put together an expedition.,Я собрала целую экспедицию.
birth,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bir/birth/birth__gb_1.mp3,рождение,[bə:θ],"Place of Birth: Bursa, Turkey.","Место рождения: Бурса, Турция"
night,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nig/night/night__gb_2.mp3,ночь,[naɪt],best wishes and good night,"всего хорошего, спокойной ночи"
shelter,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/she/shelt/shelter__gb_1.mp3,жилье,[ˈʃeltə],How's the homeless shelter?,Что там с бездомным жильем?
shore,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sho/shore/shore__gb_1.mp3,берег,[ʃɔ:],"Thankfully, we washed up on shore.","К счастью, нас вынесло на берег."
decade,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dec/decad/decade__gb_3.mp3,десятилетие,[ˈdekeɪd],Africa’s Must-Do Decade,Десятилетие важных дел для Африки
interaction,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/int/inter/interaction__gb_2.mp3,взаимодействие,[ˌɪntərˈækʃən],It requires no human interaction.,Он не требует никакого людского взаимодействия.
agenda,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/age/agend/agenda__gb_1.mp3,повестка,[əˈdʒendə],A Growth Agenda for China,Повестка экономического роста для Китая
erupt,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eru/erupt/erupt__gb_1.mp3,разражаться,[ɪˈrʌpt],Japan’s own debt crisis will then erupt with full force.,Собственный долговой кризис Японии разразится с новой силой.
practice,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pra/pract/practice__gb_2.mp3,практика,[ˈpræktɪs],I thought of general practice.,Я подумываю об общей практике.
widen,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wid/widen/widen__gb_1.mp3,расширять,[ˈwaɪdn],I'm helping Jean widen her access road.,Я помогаю Джин расширить ее подъезд.
frighten,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fri/frigh/frighten__gb_1.mp3,пугать,[ˈfraɪtn],"Don't frighten the dog, Bolls.","Не пугай собаку, куколка."
supportive,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sup/suppo/supportive__gb_1.mp3,благоприятный,,The news is supportive for Gazprom.,Эта новость стала чрезвычайно благоприятной для «Газпрома».
defeat,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/def/defea/defeat__gb_1.mp3,поражение,[dɪˈfi:t],Rumors of defeat were circulating.,Циркулировали слухи о поражении.
proof,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/proof/proof__gb_1.mp3,доказательство,[pru:f],And I'm living proof.,И я живое этому доказательство.
contention,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcont/xcontention__gb_1.mp3,утверждение,[kənˈtenʃən],But he undercut former acting attorney general Sally Yates’s contention that Moscow could have blackmailed Flynn.,"Но он с сомнением отнесся к утверждению бывшего исполняющего обязанности генерального прокурора Салли Йейтс (Sally Yates) о том, что Москва могла бы шантажировать Флинна."
perceive,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/per/perce/perceive__gb_1.mp3,воспринимать,[pəˈsi:v],So someone could conceptually perceive that as a mistake.,"Итак, кто-то может воспринять это как ошибку."
persist,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/per/persi/persist__gb_2.mp3,сохраняться,[pəˈsɪst],They want their shape to persist.,"Они хотят, чтобы сохранилась их форма."
operational,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/ope/opera/operational__gb_1.mp3,оперативный,[ˌɔpəˈreɪʃənl],Operational support for public information,Оперативная поддержка деятельности в области общественной информации
bug,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bug/bug__/bug__gb_1.mp3,ошибка,[bʌɡ],Click the button “Report new Bug”.,Нажмите кнопку Сообщить об ошибке.
ownership,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/own/owner/ownership__gb_1.mp3,собственность,[ˈəunəʃɪp],Dwelling types and house ownership,Виды жилья и формы собственности на жилье
satisfied,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sat/satis/satisfied__gb_1.mp3,довольный,,I am satisfied with him.”,Я им доволен».
border,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bor/borde/border__gb_1.mp3,граница,[ˈbɔ:də],Remove a border in Project,Удаление границы в Project
account,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acc/accou/account__gb_1.mp3,счет,[əˈkaunt],Double-click a bank account.,Дважды щелкните банковский счет.
stadium,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sta/stadi/stadium__gb_1.mp3,стадион,[ˈsteɪdjəm],Do you remember Papp Stadium?,Помнишь Стадион Папп?
possession,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pos/posse/possession__gb_1.mp3,владение,[pəˈzeʃən],Felony possession of a sawed-off shotgun?,Владение огнестрельным оружием это тяжкое преступление?
clever,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cle/cleve/clever__gb_1.mp3,умный,[ˈklevə],And it's just clever.,И это просто умно.
ending,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/end/endin/ending__gb_1.mp3,окончание,[ˈendɪŋ],Cycle starting and ending dates,Даты начала и окончания цикла
connected,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconn/xconnected__gb_2.mp3,связанный,[kəˈnektɪd],Apps connected to your account,"Приложения, связанные с аккаунтом"
promise,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/promi/promise__gb_1.mp3,обещание,[ˈprɔmɪs],"Guys, you kept your promise.","Ребята, вы сдержали обещание."
fossil,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fos/fossi/fossil__gb_1.mp3,окаменелость,[ˈfɔsl],It could be a strange fossil.,Это может быть странная окаменелость.
lane,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lan/lane_/lane__gb_1.mp3,полоса,[leɪn],"In the lane, over by the gravel pits.","За лесной полосой, на каменоломне."
complete,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compl/complete__gb_2.mp3,полный,[kəmˈpli:t],Complete and total hegemonic domination.,Полное и всецелое авторитарное доминирование.
September,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sep/septe/september_1_gb_1.mp3,сентябрь,,"In September, it doubled again.",В сентябре оно снова увеличилось в два раза.
noble,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nob/noble/noble__gb_1.mp3,благородный,[ˈnəubl],So much for noble steed.,Вот тебе и благородный конь.
format,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/for/forma/format__gb_2.mp3,формат,[ˈfɔ:mæt],Format Cells dialog box launcher,"Кнопка вызова диалогового окна ""Формат ячеек"""
hollow,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hol/hollo/hollow__gb_1.mp3,полый,[ˈhɔləu],It's like a hollow needle.,Она похожа на полую иглу.
empower,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/emp/empow/empower__gb_1.mp3,уполномочивать,[ɪmˈpauə],"In 1990s, Bill Gates said, “In the next century, leaders will be those who empower others.”","В 90-х годах Билл Гейтс сказал: «В следующем столетии лидерами будут те, кто будут уполномочивать других»."
irrelevant,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/irr/irrel/irrelevant__gb_1.mp3,неуместный,[ɪˈrelɪvənt],The actual truth was irrelevant.,Фактическая правда была неуместна.
window,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/win/windo/window__gb_2.mp3,окно,[ˈwɪndəu],You may open the window.,Можете открыть окно.
spelling,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/spe/spell/spelling__gb_1.mp3,правописание,[ˈspelɪŋ],Check spelling in another language,Проверка правописания в тексте на другом языке
consumer,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconsumer__gb_2.mp3,потребитель,[kənˈsju:mə],Asia needs a new consumer.,Азии требуется новая модель потребителя.
instrument,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ins/instr/instrument__gb_3.mp3,инструмент,[ˈɪnstrumənt],I gotta learn an instrument.,Я должен научиться играть на каком-нибудь инструменте.
nutrition,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nut/nutri/nutrition__gb_1.mp3,питание,[nju:ˈtrɪʃən],Start her on parenteral nutrition.,Переводите ее на парентеральное питание.
prevention,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/preve/prevention__gb_1.mp3,предотвращение,[prɪˈvenʃən],Suicide Prevention Centre Klimaka NGO,Центр предотвращения самоубийств Klimaka NGO
giant,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/g/gia/giant/giant__gb_1.mp3,гигантский,[ˈdʒaɪənt],They're giant vampire bats.,Это гигантские летучие мыши-вампиры.
encompass,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/enc/encom/encompass__gb_1.mp3,охватывать,[ɪnˈkʌmpəs],"Their functions encompass receiving complaints, training and outreach.","Их функции охватывают получение жалоб, учебную подготовку и агитационно-разъяснительную работу."
memo,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mem/memo_/memo__gb_1.mp3,записка,[ˈmi:məu],Memo: Our Winning Strategy in Europe,Докладная записка: Наша победная стратегия в Европе
revolutionary,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rev/revol/revolutionary__gb_1.mp3,революционный,[ˌrevəˈlu:ʃnərɪ],These are hardly revolutionary subjects.,Все это вряд ли можно назвать революционными историями.
illness,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ill/illne/illness__gb_1.mp3,болезнь,[ˈɪlnɪs],Illness prevented me from going abroad.,Из-за болезни я не смог уехать за границу.
spy,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/spy/spy__/spy__gb_1.mp3,шпион,[spaɪ],"Spy Kids, Shadow, Shadow 2.","""Дети шпионов"", ""Тень"", ""Тень 2""."
universe,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/u/uni/unive/universe__gb_1.mp3,вселенная,[ˈju:nɪvə:s],How was the universe formed?,Как образовалась вселенная?
solicitor,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sol/solic/solicitor__gb_1.mp3,солиситор,[səˈlɪsɪtə],Assistant Solicitor General (1976-1978),Помощник Генерального солиситора (1976-1978 годы)
choir,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cho/choir/choir__gb_1.mp3,хор,[ˈkwaɪə],"Regular church goer, in the choir.","Регулярно ходила в церковь, пела в хоре."
saint,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sai/saint/saint__gb_1.mp3,святой,[seɪnt],Happy Saint Patrick's Day.,С Днем Святого Патрика.
ship,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/shi/ship_/ship__gb_1.mp3,корабль,[ʃɪp],Rats leave a sinking ship.,Крысы бегут с тонущего корабля.
strong,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/str/stron/strong__gb_2.mp3,сильный,[strɔŋ],It's strong and astringent.,"Она сильная и суровая, Александр."
permanent,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/per/perma/permanent__gb_4.mp3,постоянный,[ˈpə:mənənt],"Well, what's ""permanent press""?","Хорошо, что такое ""постоянный пресс""?"
virtue,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/v/vir/virtu/virtue__gb_1.mp3,добродетель,[ˈvə:tju:],And he appealed to virtue.,Он воззвал к добродетели.
adoption,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ado/adopt/adoption__gb_1.mp3,принятие,[əˌdɔpʃən],Adoption of 122 internal company statutes.,Принятие 122 правил внутреннего трудового распорядка
cloth,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/cloth/cloth__gb_1.mp3,ткань,[klɔθ],Get cloth to tend wounds!,Найдите ткань для перевязки ран!
pirate,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pir/pirat/pirate__gb_2.mp3,пират,[ˈpaɪərɪt],"Spartacus, that pirate was right.","Спартак, пират сказал правду."
vote,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/v/vot/vote_/vote__gb_2.mp3,голос,[vəut],"So, every vote does count.",Так что каждый голос делает счет.
dominance,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dom/domin/dominance__gb_1.mp3,господство,[ˈdɔmɪnəns],Is this some dominance assertion mind game?,"Это что, игры разума для утверждения господства?"
guidance,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/g/gui/guida/guidance__gb_1.mp3,руководство,[ˈɡaɪdəns],Operational guidance for the secretariat,Оперативное руководство для секретариата
harmful,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/har/harmf/harmful__gb_3.mp3,вредный,[ˈhɑ:mful],Reporting harmful or dangerous content,Отправка сообщения о вредном или опасном контенте
live,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/liv/live_/live__gb_2.mp3,прямой,[lɪv],Breaking news coming in live.,Экстренное сообщение в прямом эфире.
proud,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/proud/proud__gb_1.mp3,гордый,[praud],"The quietness, the proud look.","Тишина, гордый вид."
financial,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fin/finan/financial__gb_3.mp3,финансовый,[faɪˈnænʃəl],I'm a financial manager.,Я финансовый менеджер.
mercy,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mer/mercy/mercy__gb_1.mp3,милосердие,[ˈmə:sɪ],Perhaps the Sisters of Mercy.,"Возможно, к сёстрам милосердия."
detailed,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/det/detai/detailed__gb_1.mp3,подробный,[ˈdi:teɪld],"Detailed prerequisites, including the following:","Подробное описание предварительных условий, включая следующие сведения:"
bean,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bea/bean_/bean__gb_1.mp3,боб,[bi:n],"I have rice, bean curd, plums.","Я привёз рис, бобы, сливы."
coalition,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/coa/coali/coalition__gb_1.mp3,коалиция,[ˌkəuəˈlɪʃən],This coalition hasn’t delivered.,Коалиция не держит свое слово.
coordination,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/coo/coord/coordination__gb_2.mp3,координация,[kəuˌɔ:dɪˈneɪʃən],This is cooperation without coordination.,Это кооперация без координации.
fabulous,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fab/fabul/fabulous__gb_1.mp3,сказочный,[ˈfæbjuləs],A beauty intact and fabulous!,"Феерическая, просто сказочная красавица!"
find,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fin/find_/find__gb_1.mp3,находить,[faɪnd],To find your saved audiences:,Чтобы найти сохраненные аудитории:
fur,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fur/fur__/fur__gb_1.mp3,мех,[fə:],Fur Exchange on Lotus Drive.,Магазина Меха на Лотус Драйв.
pain,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pai/pain_/pain__gb_1.mp3,боль,[peɪn],Chest pain wasn't angina.,Боль в груди оказалась не стенокардией.
proceeding,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/proce/proceeding__gb_1.mp3,производство по делу,[prəˈsi:dɪŋ],The Working Group discussed the treatment of the expenses incurred during the insolvency proceeding.,"Рабочая группа рассмотрела вопрос о режиме расходов, понесенных в ходе производства по делу о несостоятельности."
select,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sel/selec/select__gb_1.mp3,выбирать,[sɪˈlekt],Click Functions > Select voucher template.,Щелкните Функции > Выбрать шаблон ваучера.
delight,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/del/delig/delight__gb_1.mp3,удовольствие,[dɪˈlaɪt],Putin and Lavrov delight in their role playing.,Путину и Лаврову доставляет удовольствие такая ролевая игра.
conspiracy,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconspiracy__gb_1.mp3,заговор,[kənˈspɪrəsɪ],It's a goddamn conspiracy.,Это долбаный заговор.
iron,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/iro/iron_/iron__gb_1.mp3,железный,[ˈaɪən],The Iron Lady as Liberator,Железная леди как освободитель
analyse,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ana/analy/analyse__gb_6.mp3,проанализировать,[ˈænəlaɪz],"I'm the best person to analyse these artefacts, and he knows it.","Я лучше всех смогу проанализировать эти артефакты, и Баран это знает."
monopoly,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/monop/monopoly__gb_1.mp3,монополия,[məˈnɔpəlɪ],The Kremlin’s Failing Monopoly,Неудачная монополия Кремля
printing,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/print/printing__gb_1.mp3,печать,[ˈprɪntɪŋ],"The emergence of ""4D printing""",появление 4D печати
literacy,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/liter/literacy__gb_2.mp3,грамотность,[ˈlɪtərəsɪ],It is a literacy for this generation.,Это грамотность для этого поколения.
surround,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sur/surro/surround__gb_1.mp3,окружать,[səˈraund],She sat surround by her grandchildren.,Она сидела в окружении внуков.
dictate,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dic/dicta/dictate__gb_1.mp3,диктовать,[dɪk'teɪt],"Abe can only set the tone, not dictate outcomes.","Абэ может задавать тон, но не диктовать результаты."
write,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rig/right/right__gb_4.mp3,написать,[raɪt],Write to him right away.,Напиши ему прямо сейчас.
banner,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/ban/banne/banner__gb_1.mp3,баннер,[ˈbænə],Dismissing a banner or notice,закрыть баннер или уведомление;
main,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mai/main_/main__gb_1.mp3,основной,[meɪn],It missed its main target.,Она не достигла основной цели.
bill,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bil/bill_/bill__gb_1.mp3,законопроект,[bɪl],President Hayes vetoed the bill.,Президент Хейз наложил вето на законопроект.
tender,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ten/tende/tender__gb_1.mp3,тендерный,[ˈtendə],Provisions on the successful tender,Положения о выигравшей тендерной заявке
engineer,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eng/engin/engineer__gb_1.mp3,инженер,[ˌendʒɪˈnɪə],I'm a civil engineer.,Я - инженер-строитель.
qualify,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/q/qua/quali/qualify__gb_1.mp3,квалифицировать,[ˈkwɔlɪfaɪ],"Click Change status, and then click Qualify.","Выберите Изменить статус, а затем выберите Квалифицировать >."
uphold,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/u/uph/uphol/uphold__gb_1.mp3,поддерживать,[ʌpˈhəuld],The board did uphold the complaint.,Совет поддержал жалобу.
consumption,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconsumption__gb_1.mp3,потребление,[kənˈsʌmpʃən],The case for collaborative consumption,Кейс о совместном потреблении
